,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
2353,5000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,42.75,3,FLY-519-612-566-654-STANDARD
1544,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,218.5,5,FLY-610-705-653-613-STANDARD
2385,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,72.2,5,FLY-468-577-482-664-STANDARD
5750,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,888.25,5,FLY-415-477-647-548-STANDARD
217,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,154.87,5,FLY-518-558-460-567-STANDARD
1517,5000,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,161.5,4,FLY-535-606-521-515-STANDARD
1365,5000,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,665.0,3,FLY-600-652-559-418-STANDARD
2492,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,950.0,5,FLY-564-556-506-558-STANDARD
1840,5000,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,166.96,3,FLY-567-509-615-698-STANDARD
2716,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,177.65,5,FLY-607-517-564-563-STANDARD
6869,5000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,95.0,3,FLY-519-505-603-518-STANDARD
5019,5000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,40.61,3,FLY-657-602-552-650-STANDARD
3723,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,84.39,5,FLY-561-468-473-479-STANDARD
3747,5000,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,76.71,4,FLY-559-465-507-463-STANDARD
713,5000,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,148.2,3,FLY-513-464-462-503-STANDARD
3774,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,475.0,5,FLY-510-655-621-572-STANDARD
3790,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-614-656-453-557-STANDARD
6901,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,631.75,5,FLY-471-559-655-559-STANDARD
4974,5000,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,261.25,3,FLY-529-515-554-610-STANDARD
3822,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,902.5,5,FLY-611-422-561-411-STANDARD
3835,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,177.65,5,FLY-624-564-646-606-STANDARD
6914,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,168.77,5,FLY-501-652-515-599-STANDARD
107,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,88.82,5,FLY-567-659-505-605-STANDARD
676,5000,0.0,A6,300gsm Art Board Coated,None,Double Sided,,95.0,3,FLY-616-510-520-657-STANDARD
4940,5000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,342.95,3,FLY-508-612-611-702-STANDARD
3859,5000,0.0,A5,300gsm Art Board Coated,None,Single Sided,,135.38,3,FLY-466-701-515-519-STANDARD
3893,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-513-562-602-563-STANDARD
652,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,174.8,5,FLY-514-518-652-564-STANDARD
4906,5000,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,133.0,3,FLY-481-569-514-568-STANDARD
3925,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,174.8,5,FLY-616-665-564-598-STANDARD
6939,5000,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,230.14,3,FLY-702-614-473-603-STANDARD
3938,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,168.77,5,FLY-559-558-654-653-STANDARD
639,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,317.68,5,FLY-609-467-615-460-STANDARD
287,5000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,135.38,3,FLY-510-623-603-607-STANDARD
3962,5000,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,49.64,3,FLY-473-615-513-661-STANDARD
3696,5000,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,266.0,4,FLY-653-525-608-523-STANDARD
3662,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,153.42,3,FLY-559-699-613-611-STANDARD
80,5000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,161.5,4,FLY-516-600-653-599-STANDARD
6795,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,323.0,5,FLY-463-601-571-526-STANDARD
5214,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,248.19,3,FLY-470-519-612-518-STANDARD
3471,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,317.68,5,FLY-522-566-604-501-STANDARD
3484,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,665.0,5,FLY-508-607-462-512-STANDARD
6812,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,154.87,5,FLY-606-411-461-569-STANDARD
866,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,154.87,5,FLY-513-514-604-456-STANDARD
5180,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,34.2,3,FLY-551-516-514-652-STANDARD
3509,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,32.49,3,FLY-512-620-573-470-STANDARD
839,5000,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,52.25,3,FLY-555-651-469-510-STANDARD
815,5000,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,631.75,3,FLY-514-561-525-612-STANDARD
5146,5000,0.2,A3,450gsm Art Board Silk Finish,None,Double Sided,,1016.5,3,FLY-564-562-463-610-STANDARD
6827,5000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,166.96,3,FLY-610-562-605-516-STANDARD
5121,5000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,90.25,3,FLY-698-715-508-600-STANDARD
3553,5000,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,126.35,3,FLY-515-526-479-512-STANDARD
156,5000,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,161.5,3,FLY-611-505-479-573-STANDARD
3587,5000,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,242.25,3,FLY-697-609-600-557-STANDARD
5645,5000,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,28.88,3,FLY-553-613-506-657-STANDARD
5087,5000,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-466-563-520-505-STANDARD
3621,5000,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,30.4,3,FLY-510-660-562-561-STANDARD
781,5000,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,34.2,4,FLY-696-612-513-616-STANDARD
3646,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1118.15,5,FLY-556-575-506-560-STANDARD
5053,5000,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,153.42,3,FLY-699-606-565-557-STANDARD
747,5000,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,64.6,4,FLY-605-653-555-522-STANDARD
4882,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,334.4,5,FLY-603-502-562-556-STANDARD
622,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,207.58,5,FLY-568-606-556-606-STANDARD
4869,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,843.84,5,FLY-518-550-614-612-STANDARD
4298,5000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,142.5,3,FLY-615-560-513-413-STANDARD
443,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,163.02,5,FLY-550-505-610-660-STANDARD
4683,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,631.75,5,FLY-565-521-471-653-STANDARD
4332,5000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,40.61,3,FLY-453-522-524-458-STANDARD
7059,5000,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,95.0,3,FLY-562-706-529-476-STANDARD
416,5000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,58.9,3,FLY-558-606-515-560-STANDARD
4661,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,334.4,5,FLY-460-557-473-615-STANDARD
4359,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,163.02,5,FLY-498-608-613-451-STANDARD
382,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,45.12,3,FLY-647-603-648-602-STANDARD
4634,5000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,42.75,3,FLY-693-514-565-564-STANDARD
4381,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,306.85,5,FLY-517-707-616-503-STANDARD
4414,5000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,129.2,4,FLY-464-616-515-520-STANDARD
358,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,631.75,5,FLY-567-499-646-651-STANDARD
4609,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,163.02,5,FLY-506-602-563-460-STANDARD
4448,5000,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,22.8,4,FLY-519-612-554-521-STANDARD
345,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,168.77,5,FLY-609-600-605-648-STANDARD
4582,5000,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,90.25,3,FLY-605-600-601-606-STANDARD
4475,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,888.25,5,FLY-653-566-500-569-STANDARD
322,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,161.5,3,FLY-518-560-458-516-STANDARD
4489,5000,0.0,A4,450gsm Art Board Silk Finish,None,Single Sided,,767.12,3,FLY-571-460-563-556-STANDARD
7106,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,84.39,5,FLY-516-508-603-465-STANDARD
4548,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,126.35,3,FLY-528-569-603-472-STANDARD
4514,5000,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,965.68,3,FLY-657-470-506-653-STANDARD
4274,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,1062.24,5,FLY-573-451-469-549-STANDARD
460,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,154.87,5,FLY-600-704-648-520-STANDARD
4249,5000,0.0,A5,300gsm Art Board Coated,None,Double Sided,,142.5,3,FLY-565-564-512-569-STANDARD
122,5000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,114.0,3,FLY-520-756-701-608-STANDARD
614,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,270.75,5,FLY-600-564-516-529-STANDARD
4852,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,1118.15,5,FLY-472-615-457-517-STANDARD
3996,5000,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,230.14,3,FLY-458-559-606-423-STANDARD
587,5000,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Double Sided,,161.5,3,FLY-523-616-570-604-STANDARD
4837,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,888.25,5,FLY-561-608-559-556-STANDARD
6979,5000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,133.0,5,FLY-568-506-602-564-STANDARD
4813,5000,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,494.0,3,FLY-475-700-701-515-STANDARD
4030,5000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,153.42,4,FLY-601-607-609-608-STANDARD
4064,5000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,45.12,3,FLY-515-565-509-421-STANDARD
564,5000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,361.0,3,FLY-555-609-514-509-STANDARD
4779,5000,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,122.74,4,FLY-520-565-521-515-STANDARD
3467,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,1579.38,5,FLY-571-517-608-524-STANDARD
4098,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,248.19,3,FLY-506-554-607-507-STANDARD
4130,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,76.0,5,FLY-425-714-469-606-STANDARD
7001,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,166.06,5,FLY-746-575-564-657-STANDARD
4755,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,306.85,5,FLY-564-516-559-519-STANDARD
4147,5000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,767.12,3,FLY-451-609-656-609-STANDARD
508,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,126.35,3,FLY-610-608-616-563-STANDARD
4181,5000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,469.3,3,FLY-463-599-525-650-STANDARD
474,5000,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,807.5,3,FLY-558-557-507-607-STANDARD
4742,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,843.84,5,FLY-608-526-560-513-STANDARD
7025,5000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,40.61,4,FLY-663-694-473-564-STANDARD
4718,5000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,20.76,3,FLY-662-658-660-553-STANDARD
4215,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,32.49,3,FLY-563-655-515-563-STANDARD
540,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,323.0,5,FLY-481-654-556-607-STANDARD
890,5000,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,469.3,3,FLY-601-547-654-469-STANDARD
6854,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1662.5,5,FLY-572-505-568-610-STANDARD
3440,5000,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,21.66,4,FLY-665-709-560-606-STANDARD
5540,5000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,494.0,3,FLY-559-497-514-462-STANDARD
5410,5000,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,32.49,4,FLY-512-546-656-611-STANDARD
3091,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,28.5,4,FLY-511-520-552-520-STANDARD
1088,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,154.87,5,FLY-471-511-477-611-STANDARD
1237,5000,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,34.2,3,FLY-500-562-558-563-STANDARD
190,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,153.42,3,FLY-548-462-573-566-STANDARD
3125,5000,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,252.7,4,FLY-554-663-652-568-STANDARD
5376,5000,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,20.76,3,FLY-659-703-572-557-STANDARD
6695,5000,0.0,A4,300gsm Art Board Coated,None,Single Sided,,342.95,3,FLY-550-608-599-516-STANDARD
3157,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,950.0,5,FLY-558-613-513-427-STANDARD
2845,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,123.5,5,FLY-561-569-553-559-STANDARD
1271,5000,0.2,A3,300gsm Art Board Coated,None,Single Sided,,595.65,3,FLY-699-516-565-577-STANDARD
2828,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,126.35,5,FLY-695-518-472-573-STANDARD
1061,5000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,108.3,3,FLY-646-566-513-514-STANDARD
12,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-570-470-600-606-STANDARD
2815,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,334.4,5,FLY-498-518-594-624-STANDARD
5361,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,888.25,5,FLY-600-558-500-512-STANDARD
1110,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,133.0,5,FLY-519-522-603-512-STANDARD
3067,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,88.82,5,FLY-424-622-518-521-STANDARD
2861,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1118.15,5,FLY-515-517-508-607-STANDARD
3050,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,665.0,5,FLY-575-699-596-526-STANDARD
2938,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,34.2,3,FLY-427-575-563-517-STANDARD
2961,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,177.65,5,FLY-472-571-558-609-STANDARD
5494,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,306.85,5,FLY-574-606-466-606-STANDARD
6637,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,631.75,5,FLY-657-521-619-559-STANDARD
1202,5000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,175.75,3,FLY-608-511-549-465-STANDARD
5472,5000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,126.35,5,FLY-552-604-479-515-STANDARD
2976,5000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,32.49,4,FLY-704-461-567-565-STANDARD
2903,5000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,153.42,4,FLY-606-563-558-465-STANDARD
3198,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,843.84,5,FLY-524-520-466-556-STANDARD
3010,5000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,112.81,3,FLY-430-572-561-610-STANDARD
5516,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,950.0,5,FLY-472-703-500-618-STANDARD
1134,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,261.25,3,FLY-572-609-553-554-STANDARD
5459,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,117.32,5,FLY-466-558-611-509-STANDARD
3037,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,163.02,5,FLY-507-694-554-551-STANDARD
5442,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,126.35,5,FLY-515-555-525-572-STANDARD
6671,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,334.4,5,FLY-564-611-510-469-STANDARD
6605,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-513-607-622-594-STANDARD
2869,5000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,140.79,3,FLY-569-565-651-515-STANDARD
6654,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,317.68,5,FLY-650-520-706-518-STANDARD
5577,5000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,76.71,3,FLY-608-704-510-564-STANDARD
3174,5000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,807.5,3,FLY-503-564-517-557-STANDARD
5334,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,133.0,3,FLY-505-666-521-419-STANDARD
3280,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,57.0,4,FLY-658-517-526-603-STANDARD
980,5000,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,370.02,3,FLY-466-600-516-467-STANDARD
5611,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,54.15,4,FLY-554-615-567-604-STANDARD
1027,5000,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,248.19,3,FLY-559-569-613-566-STANDARD
3336,5000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,76.71,4,FLY-611-506-603-654-STANDARD
6543,5000,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,28.88,3,FLY-619-694-464-473-STANDARD
956,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,306.85,5,FLY-665-602-564-603-STANDARD
5300,5000,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,370.02,3,FLY-464-561-425-544-STANDARD
3370,5000,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,248.19,3,FLY-460-464-476-563-STANDARD
1296,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,161.5,3,FLY-527-519-549-523-STANDARD
5275,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,950.0,5,FLY-603-560-552-471-STANDARD
3406,5000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,148.2,3,FLY-507-564-557-478-STANDARD
2740,5000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,95.0,3,FLY-509-515-644-514-STANDARD
253,5000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,30.4,3,FLY-463-599-607-559-STANDARD
924,5000,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,175.75,3,FLY-658-565-525-469-STANDARD
5248,5000,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,61.37,4,FLY-498-661-556-469-STANDARD
6763,5000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,58.9,3,FLY-604-645-568-602-STANDARD
2774,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,27.08,4,FLY-546-601-601-555-STANDARD
3312,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,323.0,5,FLY-552-657-560-510-STANDARD
1168,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-405-508-523-603-STANDARD
1003,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,334.4,5,FLY-600-579-559-556-STANDARD
2798,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,888.25,5,FLY-468-608-562-557-STANDARD
3223,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,153.42,3,FLY-601-697-615-463-STANDARD
6570,5000,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,80.75,3,FLY-522-557-558-563-STANDARD
6729,5000,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,42.75,4,FLY-556-604-569-542-STANDARD
3246,5000,0.0,A5,450gsm Art Board Silk Finish,None,Double Sided,,304.0,3,FLY-456-604-652-609-STANDARD
6228,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,1353.75,5,FLY-656-509-659-646-STANDARD
1272,7500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,884.45,3,FLY-699-516-565-577-STANDARD
509,7500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,189.52,3,FLY-610-608-616-563-STANDARD
13,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,85.5,3,FLY-570-470-600-606-STANDARD
7060,7500,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,156.75,3,FLY-562-706-529-476-STANDARD
6520,7500,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1672.0,5,FLY-566-614-550-599-STANDARD
1297,7500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,218.5,3,FLY-527-519-549-523-STANDARD
417,7500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,99.75,3,FLY-558-606-515-560-STANDARD
7002,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,288.8,5,FLY-746-575-564-657-STANDARD
383,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,81.22,3,FLY-647-603-648-602-STANDARD
1332,7500,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,95.0,3,FLY-606-700-564-563-STANDARD
6571,7500,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,137.75,3,FLY-522-557-558-563-STANDARD
1169,7500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,95.0,3,FLY-405-508-523-603-STANDARD
1203,7500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,313.5,3,FLY-608-511-549-465-STANDARD
