,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceExpress,Production Days Express,Express Sku
4215,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,35.74,1,FLY-563-655-515-563-EXPRESS
540,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,355.3,3,FLY-481-654-556-607-EXPRESS
890,5000,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,516.23,1,FLY-601-547-654-469-EXPRESS
6854,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1828.75,3,FLY-572-505-568-610-EXPRESS
3440,5000,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,23.83,2,FLY-665-709-560-606-EXPRESS
5540,5000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,543.4,1,FLY-559-497-514-462-EXPRESS
5410,5000,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,35.74,2,FLY-512-546-656-611-EXPRESS
3091,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,31.35,2,FLY-511-520-552-520-EXPRESS
1088,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,170.36,3,FLY-471-511-477-611-EXPRESS
1237,5000,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,37.62,1,FLY-500-562-558-563-EXPRESS
190,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,168.76,1,FLY-548-462-573-566-EXPRESS
3125,5000,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,277.97,2,FLY-554-663-652-568-EXPRESS
5376,5000,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,22.84,1,FLY-659-703-572-557-EXPRESS
6695,5000,0.0,A4,300gsm Art Board Coated,None,Single Sided,,377.24,1,FLY-550-608-599-516-EXPRESS
3157,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,1045.0,3,FLY-558-613-513-427-EXPRESS
2845,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,135.85,3,FLY-561-569-553-559-EXPRESS
1271,5000,0.2,A3,300gsm Art Board Coated,None,Single Sided,,655.22,1,FLY-699-516-565-577-EXPRESS
2828,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,138.98,3,FLY-695-518-472-573-EXPRESS
1061,5000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,119.13,1,FLY-646-566-513-514-EXPRESS
12,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,52.25,1,FLY-570-470-600-606-EXPRESS
2815,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,367.84,3,FLY-498-518-594-624-EXPRESS
5361,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,977.08,3,FLY-600-558-500-512-EXPRESS
1110,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,146.3,3,FLY-519-522-603-512-EXPRESS
3067,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,97.7,3,FLY-424-622-518-521-EXPRESS
2861,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1229.96,3,FLY-515-517-508-607-EXPRESS
3050,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,731.5,3,FLY-575-699-596-526-EXPRESS
2938,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,37.62,1,FLY-427-575-563-517-EXPRESS
2961,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,195.42,3,FLY-472-571-558-609-EXPRESS
5494,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,337.54,3,FLY-574-606-466-606-EXPRESS
6637,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,694.92,3,FLY-657-521-619-559-EXPRESS
1202,5000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,193.32,1,FLY-608-511-549-465-EXPRESS
5472,5000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,138.98,3,FLY-552-604-479-515-EXPRESS
2976,5000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,35.74,2,FLY-704-461-567-565-EXPRESS
2903,5000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,168.76,2,FLY-606-563-558-465-EXPRESS
3198,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,928.22,3,FLY-524-520-466-556-EXPRESS
3010,5000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,124.09,1,FLY-430-572-561-610-EXPRESS
5516,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1045.0,3,FLY-472-703-500-618-EXPRESS
1134,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,287.38,1,FLY-572-609-553-554-EXPRESS
5459,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,129.05,3,FLY-466-558-611-509-EXPRESS
3037,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,179.32,3,FLY-507-694-554-551-EXPRESS
5442,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,138.98,3,FLY-515-555-525-572-EXPRESS
6671,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,367.84,3,FLY-564-611-510-469-EXPRESS
6605,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,88.82,1,FLY-513-607-622-594-EXPRESS
2869,5000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,154.87,1,FLY-569-565-651-515-EXPRESS
6654,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,349.45,3,FLY-650-520-706-518-EXPRESS
5577,5000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,84.38,1,FLY-608-704-510-564-EXPRESS
3174,5000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,888.25,1,FLY-503-564-517-557-EXPRESS
5334,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,146.3,1,FLY-505-666-521-419-EXPRESS
3280,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,62.7,2,FLY-658-517-526-603-EXPRESS
980,5000,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,407.02,1,FLY-466-600-516-467-EXPRESS
5611,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,59.56,2,FLY-554-615-567-604-EXPRESS
1027,5000,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,273.01,1,FLY-559-569-613-566-EXPRESS
3336,5000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,84.38,2,FLY-611-506-603-654-EXPRESS
6543,5000,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,31.77,1,FLY-619-694-464-473-EXPRESS
956,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,337.54,3,FLY-665-602-564-603-EXPRESS
5300,5000,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,407.02,1,FLY-464-561-425-544-EXPRESS
3370,5000,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,273.01,1,FLY-460-464-476-563-EXPRESS
1296,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,177.65,1,FLY-527-519-549-523-EXPRESS
5275,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1045.0,3,FLY-603-560-552-471-EXPRESS
3406,5000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,163.02,1,FLY-507-564-557-478-EXPRESS
2740,5000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,104.5,1,FLY-509-515-644-514-EXPRESS
253,5000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,33.44,1,FLY-463-599-607-559-EXPRESS
924,5000,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,193.32,1,FLY-658-565-525-469-EXPRESS
5248,5000,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,67.51,2,FLY-498-661-556-469-EXPRESS
6763,5000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,64.79,1,FLY-604-645-568-602-EXPRESS
2774,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,29.79,2,FLY-546-601-601-555-EXPRESS
3312,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,355.3,3,FLY-552-657-560-510-EXPRESS
1168,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,88.82,1,FLY-405-508-523-603-EXPRESS
1003,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,367.84,3,FLY-600-579-559-556-EXPRESS
2798,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,977.08,3,FLY-468-608-562-557-EXPRESS
3223,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,168.76,1,FLY-601-697-615-463-EXPRESS
6570,5000,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,88.82,1,FLY-522-557-558-563-EXPRESS
6729,5000,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,47.02,2,FLY-556-604-569-542-EXPRESS
3246,5000,0.0,A5,450gsm Art Board Silk Finish,None,Double Sided,,334.4,1,FLY-456-604-652-609-EXPRESS
6228,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,1489.12,3,FLY-656-509-659-646-EXPRESS
1272,7500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,972.9,1,FLY-699-516-565-577-EXPRESS
509,7500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,208.47,1,FLY-610-608-616-563-EXPRESS
13,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,94.05,1,FLY-570-470-600-606-EXPRESS
7060,7500,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,172.42,1,FLY-562-706-529-476-EXPRESS
6520,7500,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1839.2,3,FLY-566-614-550-599-EXPRESS
1297,7500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,240.35,1,FLY-527-519-549-523-EXPRESS
417,7500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,109.72,1,FLY-558-606-515-560-EXPRESS
7002,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,317.68,3,FLY-746-575-564-657-EXPRESS
383,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,89.34,1,FLY-647-603-648-602-EXPRESS
1332,7500,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,104.5,1,FLY-606-700-564-563-EXPRESS
6571,7500,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,151.52,1,FLY-522-557-558-563-EXPRESS
1169,7500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,104.5,1,FLY-405-508-523-603-EXPRESS
1203,7500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,344.85,1,FLY-608-511-549-465-EXPRESS
475,7500,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,1306.25,1,FLY-558-557-507-607-EXPRESS
359,7500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,943.12,3,FLY-567-499-646-651-EXPRESS
6274,7500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,1024.1,1,FLY-612-568-659-556-EXPRESS
1807,7500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,402.32,1,FLY-506-603-615-609-EXPRESS
444,7500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,241.4,3,FLY-550-505-610-660-EXPRESS
230,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,578.78,3,FLY-517-695-518-465-EXPRESS
1773,7500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,219.45,1,FLY-521-560-563-701-EXPRESS
461,7500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,229.33,3,FLY-600-704-648-520-EXPRESS
7026,7500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,74.46,2,FLY-663-694-473-564-EXPRESS
6495,7500,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,54.6,1,FLY-561-661-558-561-EXPRESS
254,7500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,57.48,1,FLY-463-599-607-559-EXPRESS
346,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,311.23,3,FLY-609-600-605-648-EXPRESS
1729,7500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,208.47,1,FLY-572-515-518-622-EXPRESS
6606,7500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,104.5,1,FLY-513-607-622-594-EXPRESS
323,7500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,240.35,1,FLY-518-560-458-516-EXPRESS
1366,7500,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,1107.7,1,FLY-600-652-559-418-EXPRESS
1238,7500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,57.48,1,FLY-500-562-558-563-EXPRESS
6544,7500,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,54.6,1,FLY-619-694-464-473-EXPRESS
6250,7500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,470.25,3,FLY-652-610-569-605-EXPRESS
623,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,362.35,3,FLY-568-606-556-606-EXPRESS
1383,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,578.78,3,FLY-596-472-655-563-EXPRESS
6870,7500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,172.42,1,FLY-519-505-603-518-EXPRESS
1442,7500,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,397.1,1,FLY-659-662-515-599-EXPRESS
6355,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,609.24,3,FLY-664-405-614-565-EXPRESS
6421,7500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,109.6,2,FLY-520-556-554-566-EXPRESS
1004,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,609.24,3,FLY-600-579-559-556-EXPRESS
748,7500,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,115.37,2,FLY-605-653-555-522-EXPRESS
1560,7500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,480.7,1,FLY-515-606-707-604-EXPRESS
782,7500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,62.7,2,FLY-696-612-513-616-EXPRESS
6730,7500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,78.38,2,FLY-556-604-569-542-EXPRESS
6363,7500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1436.88,3,FLY-510-513-660-509-EXPRESS
6855,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,2821.5,3,FLY-572-505-568-610-EXPRESS
981,7500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,605.57,1,FLY-466-600-516-467-EXPRESS
714,7500,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,219.45,1,FLY-513-464-462-503-EXPRESS
1476,7500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,240.35,1,FLY-609-508-560-505-EXPRESS
957,7500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,446.73,3,FLY-665-602-564-603-EXPRESS
1545,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,381.42,3,FLY-610-705-653-613-EXPRESS
816,7500,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,1052.31,1,FLY-514-561-525-612-EXPRESS
840,7500,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,99.28,1,FLY-555-651-469-510-EXPRESS
6764,7500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,109.72,1,FLY-604-645-568-602-EXPRESS
1518,7500,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,271.7,2,FLY-535-606-521-515-EXPRESS
6813,7500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,229.33,3,FLY-606-411-461-569-EXPRESS
867,7500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,229.33,3,FLY-513-514-604-456-EXPRESS
1503,7500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,362.35,3,FLY-579-557-512-473-EXPRESS
925,7500,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,344.85,1,FLY-658-565-525-469-EXPRESS
6796,7500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,470.25,3,FLY-463-601-571-526-EXPRESS
6387,7500,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,402.32,1,FLY-507-621-528-659-EXPRESS
6828,7500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,327.6,1,FLY-610-562-605-516-EXPRESS
6332,7500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,77.84,2,FLY-569-513-607-564-EXPRESS
1028,7500,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,382.21,1,FLY-559-569-613-566-EXPRESS
1062,7500,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,193.59,1,FLY-646-566-513-514-EXPRESS
541,7500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,470.25,3,FLY-481-654-556-607-EXPRESS
6470,7500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,241.4,3,FLY-506-589-464-652-EXPRESS
565,7500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,480.7,1,FLY-555-609-514-509-EXPRESS
6980,7500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,229.9,3,FLY-568-506-602-564-EXPRESS
6638,7500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,943.12,3,FLY-657-521-619-559-EXPRESS
1668,7500,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,637.45,1,FLY-419-553-522-705-EXPRESS
1135,7500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,402.32,1,FLY-572-609-553-554-EXPRESS
588,7500,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Double Sided,,297.82,1,FLY-523-616-570-604-EXPRESS
6655,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,578.78,3,FLY-650-520-706-518-EXPRESS
615,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,466.6,3,FLY-600-564-516-529-EXPRESS
891,7500,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,704.86,1,FLY-601-547-654-469-EXPRESS
6940,7500,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,377.24,1,FLY-702-614-473-603-EXPRESS
6453,7500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,129.05,3,FLY-416-661-469-605-EXPRESS
6298,7500,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,219.45,1,FLY-564-574-602-511-EXPRESS
1634,7500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,553.85,1,FLY-655-551-658-522-EXPRESS
6672,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,609.24,3,FLY-564-611-510-469-EXPRESS
640,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,578.78,3,FLY-609-467-615-460-EXPRESS
1111,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,229.9,3,FLY-519-522-603-512-EXPRESS
653,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,334.4,3,FLY-514-518-652-564-EXPRESS
1407,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,94.05,1,FLY-479-705-617-562-EXPRESS
1607,7500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,115.37,2,FLY-512-552-606-524-EXPRESS
6915,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,311.23,3,FLY-501-652-515-599-EXPRESS
6902,7500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,943.12,3,FLY-471-559-655-559-EXPRESS
1583,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,578.78,3,FLY-560-531-561-546-EXPRESS
6696,7500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,456.66,1,FLY-550-608-599-516-EXPRESS
677,7500,0.0,A6,300gsm Art Board Coated,None,Double Sided,,172.42,1,FLY-616-510-520-657-EXPRESS
288,7500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,248.18,1,FLY-510-623-603-607-EXPRESS
1695,7500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,166.67,3,FLY-517-506-509-602-EXPRESS
1089,7500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,229.33,3,FLY-471-511-477-611-EXPRESS
4515,7500,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,1588.4,1,FLY-657-470-506-653-EXPRESS
3092,7500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,52.25,2,FLY-511-520-552-520-EXPRESS
4907,7500,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,219.45,1,FLY-481-569-514-568-EXPRESS
2741,7500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,172.42,1,FLY-509-515-644-514-EXPRESS
191,7500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,228.34,1,FLY-548-462-573-566-EXPRESS
108,7500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,166.67,3,FLY-567-659-505-605-EXPRESS
5612,7500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,97.28,2,FLY-554-615-567-604-EXPRESS
2775,7500,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,49.63,2,FLY-546-601-601-555-EXPRESS
3894,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,89.34,1,FLY-513-562-602-563-EXPRESS
2799,7500,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1436.88,3,FLY-468-608-562-557-EXPRESS
5578,7500,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,143.95,1,FLY-608-704-510-564-EXPRESS
3860,7500,0.0,A5,300gsm Art Board Coated,None,Single Sided,,248.18,1,FLY-466-701-515-519-EXPRESS
3926,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,334.4,3,FLY-616-665-564-598-EXPRESS
2816,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,609.24,3,FLY-498-518-594-624-EXPRESS
2829,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,218.4,3,FLY-695-518-472-573-EXPRESS
2846,7500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,209.0,3,FLY-561-569-553-559-EXPRESS
3836,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,327.6,3,FLY-624-564-646-606-EXPRESS
5541,7500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,741.95,1,FLY-559-497-514-462-EXPRESS
2862,7500,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1839.2,3,FLY-515-517-508-607-EXPRESS
2870,7500,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,208.47,1,FLY-569-565-651-515-EXPRESS
3823,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,1489.12,3,FLY-611-422-561-411-EXPRESS
4975,7500,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,402.32,1,FLY-529-515-554-610-EXPRESS
5517,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1567.5,3,FLY-472-703-500-618-EXPRESS
2904,7500,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,258.12,2,FLY-606-563-558-465-EXPRESS
4941,7500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,456.66,1,FLY-508-612-611-702-EXPRESS
2717,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,327.6,3,FLY-607-517-564-563-EXPRESS
5646,7500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,54.6,1,FLY-553-613-506-657-EXPRESS
3939,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,311.23,3,FLY-559-558-654-653-EXPRESS
47,7500,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,104.5,1,FLY-548-601-610-618-EXPRESS
5800,7500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,54.6,1,FLY-649-529-558-466-EXPRESS
2564,7500,0.2,A7,300gsm Art Board Coated,None,Single Sided,,64.53,1,FLY-655-517-515-527-EXPRESS
2596,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,317.68,3,FLY-511-753-608-552-EXPRESS
